dga	kbp	0.959633
dip	kbp	1
div	kbp	1
dyo	kbp	0.971123
ell-monotonic	kbp	1
ell-polytonic	kbp	1
emk	kbp	0.967141
eml	kbp	1
epo	kbp	1
est	kbp	1
eus	kbp	1
eve	kbp	1
fao	kbp	1
flm	kbp	1
fri	kbp	1
fuc	kbp	1
fur	kbp	1
gag	kbp	1
gax	kbp	1
gjn	kbp	1
gkp	kbp	1
gla	kbp	1
glg	kbp	0.966118
guc	kbp	1
gyr	kbp	1
hat-kreyol	kbp	0.974211
hat-popular	kbp	0.973644
haw	kbp	1
hea	kbp	1
hms	kbp	1
hna	kbp	1
hni	kbp	1
hsb	kbp	1
hus	kbp	1
huu	kbp	1
hva	kbp	1
ibb	kbp	0.97356
ido	kbp	1
ike	kbp	1
ilo	kbp	1
ina	kbp	0.976653
jav	kbp	1
kal	kbp	1
kde	kbp	1
kea	kbp	1
kek	kbp	1
khm	kbp	1
kin	kbp	0.965166
kir	kbp	1
knc	kbp	1
kng	kbp	1
kng-AO	kbp	1
koo	kbp	1
kri	kbp	0.965515
lat	kbp	0.978014
lav	kbp	1
lia	kbp	1
lin-tones	kbp	1
lnc	kbp	0.965204
lns	kbp	0.968968
loz	kbp	1
ltz	kbp	1
lua	kbp	1
lug	kbp	1
mad	kbp	0.943775
mag	kbp	1
mai	kbp	1
maz	kbp	1
mcd	kbp	1
mcf	kbp	1
men	kbp	0.950907
mic	kbp	1
min	kbp	1
mly-arab	kbp	1
mly-latn	kbp	1
mxi	kbp	0.97153
mxv	kbp	1
mya	kbp	1
mzi	kbp	1
nba	kbp	1
nbl	kbp	1
nhn	kbp	0.953424
nno	kbp	1
nob	kbp	1
not	kbp	1
nso	kbp	0.967121
nya-chechewa	kbp	1
nya-chinyanja	kbp	1
nym	kbp	1
nyn	kbp	1
ojb	kbp	1
oss	kbp	1
ote	kbp	1
pam	kbp	1
pan	kbp	1
pbb	kbp	1
pcd	kbp	1
pcm	kbp	1
pis	kbp	1
plt	kbp	0.985362
pnb	kbp	1
pon	kbp	1
por-BR	kbp	1
por-PT	kbp	0.975802
pov	kbp	0.975472
ppl	kbp	0.958993
prv	kbp	0.964419
quc	kbp	1
qud	kbp	1
quy	kbp	1
quz	kbp	1
qva	kbp	1
